cbsa,cbsa_name,year,num_quant,min,jobs,cluster_jobs,tr_ct,high_ct,cluster_ct,cluster_share,job_share
39300,"Providence-Warwick, RI-MA",2015,90th percentile,0,682358,156783,366,0,36,0.09836065573770492,22.97664862139815
39300,"Providence-Warwick, RI-MA",2015,95th percentile,0,682358,105412,366,0,18,0.04918032786885246,15.448195815099991
39300,"Providence-Warwick, RI-MA",2015,80th percentile,0,682358,251867,366,0,73,0.1994535519125683,36.91126945093338
39340,"Provo-Orem, UT",2010,90th percentile,0,164440,49895,129,0,12,0.09302325581395349,30.34237411821941
39340,"Provo-Orem, UT",2010,95th percentile,0,164440,25463,129,0,6,0.046511627906976744,15.484675261493555
39340,"Provo-Orem, UT",2010,80th percentile,0,164440,77842,129,0,25,0.1937984496124031,47.33763074677694
39340,"Provo-Orem, UT",2015,90th percentile,0,210944,64186,130,0,13,0.1,30.427980885922327
39340,"Provo-Orem, UT",2015,95th percentile,0,210944,34926,130,0,6,0.046153846153846156,16.557000910194176
39340,"Provo-Orem, UT",2015,80th percentile,0,210944,108611,130,0,26,0.2,51.48807266383495
39580,"Raleigh, NC",2010,90th percentile,0,548185,249439,224,0,22,0.09821428571428571,45.50270437899614
39580,"Raleigh, NC",2010,95th percentile,0,548185,177468,224,0,11,0.049107142857142856,32.37374244096427
39580,"Raleigh, NC",2010,80th percentile,0,548185,327240,224,0,44,0.19642857142857142,59.695175898647356
39580,"Raleigh, NC",2015,90th percentile,0,645722,247110,224,0,22,0.09821428571428571,38.26879059409467
39580,"Raleigh, NC",2015,95th percentile,0,645722,176037,224,0,11,0.049107142857142856,27.262041559680483
39580,"Raleigh, NC",2015,80th percentile,0,645722,379785,224,0,44,0.19642857142857142,58.81555839819613
40060,"Richmond, VA",2010,90th percentile,0,561928,228152,294,0,29,0.09863945578231292,40.60164291510656
40060,"Richmond, VA",2010,95th percentile,0,561928,138531,294,0,14,0.047619047619047616,24.65280249426973
40060,"Richmond, VA",2010,80th percentile,0,561928,312434,294,0,58,0.19727891156462585,55.60036161216384
40060,"Richmond, VA",2015,90th percentile,0,628454,253749,294,0,29,0.09863945578231292,40.376702193000604
40060,"Richmond, VA",2015,95th percentile,0,628454,153476,294,0,14,0.047619047619047616,24.421198687572996
40060,"Richmond, VA",2015,80th percentile,0,628454,337934,294,0,58,0.19727891156462585,53.77227291098473
40140,"Riverside-San Bernardino-Ontario, CA",2010,90th percentile,0,1183673,475114,821,0,82,0.09987819732034105,40.13895729648306
40140,"Riverside-San Bernardino-Ontario, CA",2010,95th percentile,0,1183673,307287,821,0,41,0.049939098660170524,25.96046374294252
40140,"Riverside-San Bernardino-Ontario, CA",2010,80th percentile,0,1183673,661052,821,0,164,0.1997563946406821,55.84751869815396
40140,"Riverside-San Bernardino-Ontario, CA",2015,90th percentile,0,1335442,517999,822,0,82,0.09975669099756691,38.7885808593709
40140,"Riverside-San Bernardino-Ontario, CA",2015,95th percentile,0,1335442,387372,822,0,41,0.049878345498783457,29.007025389346747
40140,"Riverside-San Bernardino-Ontario, CA",2015,80th percentile,0,1335442,752916,822,0,164,0.19951338199513383,56.37953576418894
40380,"Rochester, NY",2010,90th percentile,0,494018,154421,269,0,26,0.09665427509293681,31.258172779129506
40380,"Rochester, NY",2010,95th percentile,0,494018,109605,269,0,13,0.048327137546468404,22.186438550822036
40380,"Rochester, NY",2010,80th percentile,0,494018,233301,269,0,53,0.1970260223048327,47.22520232056322
40380,"Rochester, NY",2015,90th percentile,0,510841,132037,268,0,26,0.09701492537313433,25.846985656985243
40380,"Rochester, NY",2015,95th percentile,0,510841,102808,268,0,13,0.048507462686567165,20.1252444498386
40380,"Rochester, NY",2015,80th percentile,0,510841,237550,268,0,53,0.19776119402985073,46.50174907652283
40900,"Sacramento--Roseville--Arden-Arcade, CA",2010,90th percentile,0,840310,366555,484,0,48,0.09917355371900827,43.62140162559056
40900,"Sacramento--Roseville--Arden-Arcade, CA",2010,95th percentile,0,840310,242822,484,0,24,0.049586776859504134,28.896716687888997
40900,"Sacramento--Roseville--Arden-Arcade, CA",2010,80th percentile,0,840310,486412,484,0,96,0.19834710743801653,57.88482821815758
40900,"Sacramento--Roseville--Arden-Arcade, CA",2015,90th percentile,0,903212,355231,484,0,48,0.09917355371900827,39.329747611856355
40900,"Sacramento--Roseville--Arden-Arcade, CA",2015,95th percentile,0,903212,241321,484,0,24,0.049586776859504134,26.71809054795552
40900,"Sacramento--Roseville--Arden-Arcade, CA",2015,80th percentile,0,903212,510199,484,0,96,0.19834710743801653,56.487181304057074
41180,"St. Louis, MO-IL",2010,90th percentile,0,1256692,463693,615,0,61,0.0991869918699187,36.89790338444106
41180,"St. Louis, MO-IL",2010,95th percentile,0,1256692,298036,615,0,30,0.04878048780487805,23.715914480238595
41180,"St. Louis, MO-IL",2010,80th percentile,0,1256692,669159,615,0,123,0.2,53.24765336295608
41180,"St. Louis, MO-IL",2015,90th percentile,0,1322369,454985,615,0,61,0.0991869918699187,34.4068108069684
41180,"St. Louis, MO-IL",2015,95th percentile,0,1322369,301156,615,0,30,0.04878048780487805,22.773976098955735
41180,"St. Louis, MO-IL",2015,80th percentile,0,1322369,676730,615,0,123,0.2,51.17557958482087
41620,"Salt Lake City, UT",2010,90th percentile,0,571346,193975,222,0,22,0.0990990990990991,33.95053085170807
41620,"Salt Lake City, UT",2010,95th percentile,0,571346,122068,222,0,11,0.04954954954954955,21.364987240656276
41620,"Salt Lake City, UT",2010,80th percentile,0,571346,281974,222,0,44,0.1981981981981982,49.35258144801924
41620,"Salt Lake City, UT",2015,90th percentile,0,657213,237248,223,0,22,0.09865470852017937,36.0991033348397
41620,"Salt Lake City, UT",2015,95th percentile,0,657213,118466,223,0,11,0.04932735426008968,18.025510755265035
41620,"Salt Lake City, UT",2015,80th percentile,0,657213,340033,223,0,44,0.19730941704035873,51.73862963757564
41700,"San Antonio-New Braunfels, TX",2010,90th percentile,0,801317,365521,455,0,45,0.0989010989010989,45.61503125479679
41700,"San Antonio-New Braunfels, TX",2010,95th percentile,0,801317,263517,455,0,22,0.04835164835164835,32.88548726658738
41700,"San Antonio-New Braunfels, TX",2010,80th percentile,0,801317,497622,455,0,91,0.2,62.10051702384949
41700,"San Antonio-New Braunfels, TX",2015,90th percentile,0,949296,404619,455,0,45,0.0989010989010989,42.62305961470395
41700,"San Antonio-New Braunfels, TX",2015,95th percentile,0,949296,263748,455,0,22,0.04835164835164835,27.783536431207967
41700,"San Antonio-New Braunfels, TX",2015,80th percentile,0,949296,557801,455,0,91,0.2,58.75943857342705
41740,"San Diego-Carlsbad, CA",2010,90th percentile,0,1230279,569676,626,0,62,0.09904153354632587,46.30461870843931
41740,"San Diego-Carlsbad, CA",2010,95th percentile,0,1230279,370298,626,0,31,0.04952076677316294,30.09870118891731
41740,"San Diego-Carlsbad, CA",2010,80th percentile,0,1230279,784299,626,0,125,0.19968051118210864,63.74968604682353
41740,"San Diego-Carlsbad, CA",2015,90th percentile,0,1338649,619201,626,0,62,0.09904153354632587,46.25566522665762
41740,"San Diego-Carlsbad, CA",2015,95th percentile,0,1338649,380615,626,0,31,0.04952076677316294,28.432770651604717
41740,"San Diego-Carlsbad, CA",2015,80th percentile,0,1338649,825946,626,0,125,0.19968051118210864,61.69996765395559
41860,"San Francisco-Oakland-Hayward, CA",2010,90th percentile,0,1953826,731009,973,0,97,0.09969167523124357,37.41423238302694
41860,"San Francisco-Oakland-Hayward, CA",2010,95th percentile,0,1953826,533256,973,0,48,0.04933196300102775,27.29291144656689
41860,"San Francisco-Oakland-Hayward, CA",2010,80th percentile,0,1953826,1085545,973,0,194,0.19938335046248715,55.559962862609055
41860,"San Francisco-Oakland-Hayward, CA",2015,90th percentile,0,2312021,889874,973,0,97,0.09969167523124357,38.48901026418013
41860,"San Francisco-Oakland-Hayward, CA",2015,95th percentile,0,2312021,641098,973,0,48,0.04933196300102775,27.72890038628542
41860,"San Francisco-Oakland-Hayward, CA",2015,80th percentile,0,2312021,1278944,973,0,194,0.19938335046248715,55.31714461071071
41940,"San Jose-Sunnyvale-Santa Clara, CA",2010,90th percentile,0,866354,407697,383,0,38,0.09921671018276762,47.05893895566939
41940,"San Jose-Sunnyvale-Santa Clara, CA",2010,95th percentile,0,866354,227141,383,0,19,0.04960835509138381,26.218035583606703
41940,"San Jose-Sunnyvale-Santa Clara, CA",2010,80th percentile,0,866354,586777,383,0,76,0.19843342036553524,67.72947317147494
41940,"San Jose-Sunnyvale-Santa Clara, CA",2015,90th percentile,0,1022079,528563,383,0,38,0.09921671018276762,51.71449565053191
41940,"San Jose-Sunnyvale-Santa Clara, CA",2015,95th percentile,0,1022079,315040,383,0,19,0.04960835509138381,30.82344906802703
41940,"San Jose-Sunnyvale-Santa Clara, CA",2015,80th percentile,0,1022079,671204,383,0,76,0.19843342036553524,65.67046187232103
42540,"Scranton--Wilkes-Barre--Hazleton, PA",2010,90th percentile,0,233084,53588,170,0,17,0.1,22.9908530830087
42540,"Scranton--Wilkes-Barre--Hazleton, PA",2010,95th percentile,0,233084,35393,170,0,8,0.047058823529411764,15.18465445933655
42540,"Scranton--Wilkes-Barre--Hazleton, PA",2010,80th percentile,0,233084,84399,170,0,34,0.2,36.209692642995655
42540,"Scranton--Wilkes-Barre--Hazleton, PA",2015,90th percentile,0,248553,49230,170,0,17,0.1,19.806640837165514
42540,"Scranton--Wilkes-Barre--Hazleton, PA",2015,95th percentile,0,248553,34536,170,0,8,0.047058823529411764,13.89482323689515
42540,"Scranton--Wilkes-Barre--Hazleton, PA",2015,80th percentile,0,248553,78467,170,0,34,0.2,31.569524407269274
42660,"Seattle-Tacoma-Bellevue, WA",2010,90th percentile,0,1600098,837124,718,0,71,0.0988857938718663,52.317045580958165
42660,"Seattle-Tacoma-Bellevue, WA",2010,95th percentile,0,1600098,564249,718,0,35,0.04874651810584958,35.26340261658974
42660,"Seattle-Tacoma-Bellevue, WA",2010,80th percentile,0,1600098,1102817,718,0,143,0.1991643454038997,68.92184103723646
42660,"Seattle-Tacoma-Bellevue, WA",2015,90th percentile,0,1817683,925865,718,0,71,0.0988857938718663,50.936549442339505
42660,"Seattle-Tacoma-Bellevue, WA",2015,95th percentile,0,1817683,612480,718,0,35,0.04874651810584958,33.695644400041154
42660,"Seattle-Tacoma-Bellevue, WA",2015,80th percentile,0,1817683,1264996,718,0,143,0.1991643454038997,69.59387307907924
44060,"Spokane-Spokane Valley, WA",2010,90th percentile,0,225437,89312,122,0,12,0.09836065573770492,39.61727666709546
44060,"Spokane-Spokane Valley, WA",2010,95th percentile,0,225437,72385,122,0,6,0.04918032786885246,32.10874878569179
44060,"Spokane-Spokane Valley, WA",2010,80th percentile,0,225437,126519,122,0,24,0.19672131147540983,56.12166591996878
44060,"Spokane-Spokane Valley, WA",2015,90th percentile,0,222216,92561,122,0,12,0.09836065573770492,41.653616301256434
44060,"Spokane-Spokane Valley, WA",2015,95th percentile,0,222216,72002,122,0,6,0.04918032786885246,32.401807250603014
44060,"Spokane-Spokane Valley, WA",2015,80th percentile,0,222216,122861,122,0,24,0.19672131147540983,55.288998091946574
44140,"Springfield, MA",2015,90th percentile,0,270469,70683,139,0,13,0.09352517985611511,26.13349404183104
44140,"Springfield, MA",2015,95th percentile,0,270469,40299,139,0,6,0.04316546762589928,14.89967426950963
44140,"Springfield, MA",2015,80th percentile,0,270469,114049,139,0,27,0.19424460431654678,42.167124513345335
44700,"Stockton-Lodi, CA",2010,90th percentile,0,200098,51456,139,0,13,0.09352517985611511,25.715399454267406
44700,"Stockton-Lodi, CA",2010,95th percentile,0,200098,30172,139,0,6,0.04316546762589928,15.078611480374615
44700,"Stockton-Lodi, CA",2010,80th percentile,0,200098,76361,139,0,27,0.19424460431654678,38.161800717648354
44700,"Stockton-Lodi, CA",2015,90th percentile,0,230729,52657,139,0,13,0.09352517985611511,22.822011970753568
44700,"Stockton-Lodi, CA",2015,95th percentile,0,230729,33493,139,0,6,0.04316546762589928,14.51616398458798
44700,"Stockton-Lodi, CA",2015,80th percentile,0,230729,84067,139,0,27,0.19424460431654678,36.435385235492724
45060,"Syracuse, NY",2010,90th percentile,0,284746,93986,176,0,17,0.09659090909090909,33.006960589437604
45060,"Syracuse, NY",2010,95th percentile,0,284746,62405,176,0,8,0.045454545454545456,21.91602340331383
45060,"Syracuse, NY",2010,80th percentile,0,284746,162855,176,0,35,0.19886363636363635,57.19307733910222
45060,"Syracuse, NY",2015,90th percentile,0,289551,85051,176,0,17,0.09659090909090909,29.37340917489492
45060,"Syracuse, NY",2015,95th percentile,0,289551,63697,176,0,8,0.045454545454545456,21.998542571084194
45060,"Syracuse, NY",2015,80th percentile,0,289551,150131,176,0,35,0.19886363636363635,51.84958781009218
45300,"Tampa-St. Petersburg-Clearwater, FL",2010,90th percentile,0,1046561,469150,738,0,73,0.0989159891598916,44.82777401412818
45300,"Tampa-St. Petersburg-Clearwater, FL",2010,95th percentile,0,1046561,328748,738,0,36,0.04878048780487805,31.412215819240352
45300,"Tampa-St. Petersburg-Clearwater, FL",2010,80th percentile,0,1046561,645492,738,0,147,0.1991869918699187,61.67743686225647
45300,"Tampa-St. Petersburg-Clearwater, FL",2015,90th percentile,0,1254396,572656,735,0,73,0.09931972789115646,45.6519312880462
45300,"Tampa-St. Petersburg-Clearwater, FL",2015,95th percentile,0,1254396,404168,735,0,36,0.04897959183673469,32.22012825295999
45300,"Tampa-St. Petersburg-Clearwater, FL",2015,80th percentile,0,1254396,761824,735,0,147,0.2,60.73233651893023
45780,"Toledo, OH",2010,90th percentile,0,267613,80605,164,0,16,0.0975609756097561,30.119986697208283
45780,"Toledo, OH",2010,95th percentile,0,267613,45170,164,0,8,0.04878048780487805,16.878851176886027
45780,"Toledo, OH",2010,80th percentile,0,267613,125410,164,0,32,0.1951219512195122,46.86244689159346
45780,"Toledo, OH",2015,90th percentile,0,284990,82309,164,0,16,0.0975609756097561,28.88136425839503
45780,"Toledo, OH",2015,95th percentile,0,284990,43824,164,0,8,0.04878048780487805,15.377381662514475
45780,"Toledo, OH",2015,80th percentile,0,284990,130504,164,0,32,0.1951219512195122,45.79248394680515
46060,"Tucson, AZ",2010,90th percentile,0,324920,130425,232,0,23,0.09913793103448276,40.14065000615536
46060,"Tucson, AZ",2010,95th percentile,0,324920,88941,232,0,11,0.047413793103448273,27.373199556813987
46060,"Tucson, AZ",2010,80th percentile,0,324920,201438,232,0,46,0.19827586206896552,61.996183675981776
46060,"Tucson, AZ",2015,90th percentile,0,321079,127431,233,0,23,0.09871244635193133,39.68836329999782
46060,"Tucson, AZ",2015,95th percentile,0,321079,81999,233,0,11,0.04721030042918455,25.538574618707543
46060,"Tucson, AZ",2015,80th percentile,0,321079,185016,233,0,46,0.19742489270386265,57.62320176654344
46140,"Tulsa, OK",2010,90th percentile,0,408647,156010,272,0,27,0.09926470588235294,38.17720428634004
46140,"Tulsa, OK",2010,95th percentile,0,408647,113658,272,0,13,0.04779411764705882,27.81324713016369
46140,"Tulsa, OK",2010,80th percentile,0,408647,234702,272,0,54,0.19852941176470587,57.43392218711993
46140,"Tulsa, OK",2015,90th percentile,0,447513,157254,272,0,27,0.09926470588235294,35.139537845827945
46140,"Tulsa, OK",2015,95th percentile,0,447513,110070,272,0,13,0.04779411764705882,24.595933525953438
46140,"Tulsa, OK",2015,80th percentile,0,447513,241801,272,0,54,0.19852941176470587,54.03217336703068
46520,"Urban Honolulu, HI",2010,90th percentile,0,352262,160878,239,0,23,0.09623430962343096,45.669984273069474
46520,"Urban Honolulu, HI",2010,95th percentile,0,352262,108265,239,0,11,0.04602510460251046,30.73422622934066
46520,"Urban Honolulu, HI",2010,80th percentile,0,352262,224624,239,0,47,0.19665271966527198,63.76617404091272
46520,"Urban Honolulu, HI",2015,90th percentile,0,389591,182231,239,0,23,0.09623430962343096,46.7749511667364
46520,"Urban Honolulu, HI",2015,95th percentile,0,389591,115186,239,0,11,0.04602510460251046,29.56587806186488
46520,"Urban Honolulu, HI",2015,80th percentile,0,389591,244694,239,0,47,0.19665271966527198,62.807919074105925
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2010,90th percentile,0,674008,290866,415,0,41,0.09879518072289156,43.154680656609415
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2010,95th percentile,0,674008,201789,415,0,20,0.04819277108433735,29.938665416434223
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2010,80th percentile,0,674008,401965,415,0,83,0.2,59.638016165980225
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2015,90th percentile,0,704634,285864,416,0,41,0.0985576923076923,40.569146535648294
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2015,95th percentile,0,704634,197103,416,0,20,0.04807692307692308,27.97239417910575
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",2015,80th percentile,0,704634,402499,416,0,83,0.19951923076923078,57.12171141330109
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2010,90th percentile,0,2797061,1285469,1356,0,135,0.09955752212389381,45.95784646813208
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2010,95th percentile,0,2797061,906378,1356,0,67,0.049410029498525077,32.404656173033054
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2010,80th percentile,0,2797061,1746283,1356,0,271,0.19985250737463126,62.432782123807804
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2015,90th percentile,0,2955571,1355967,1357,0,135,0.09948415622697127,45.87834296655367
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2015,95th percentile,0,2955571,932557,1357,0,67,0.04937361827560796,31.552515571441187
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2015,80th percentile,0,2955571,1867862,1357,0,271,0.19970523212969787,63.19800810063436
48620,"Wichita, KS",2010,90th percentile,0,279642,100871,152,0,15,0.09868421052631579,36.07147710286724
48620,"Wichita, KS",2010,95th percentile,0,279642,63257,152,0,7,0.046052631578947366,22.620707905107242
48620,"Wichita, KS",2010,80th percentile,0,279642,142550,152,0,30,0.19736842105263158,50.97589060298524
48620,"Wichita, KS",2015,90th percentile,0,296749,101961,152,0,15,0.09868421052631579,34.35934072229392
48620,"Wichita, KS",2015,95th percentile,0,296749,62850,152,0,7,0.046052631578947366,21.179515347987692
48620,"Wichita, KS",2015,80th percentile,0,296749,152012,152,0,30,0.19736842105263158,51.22578340617828
49180,"Winston-Salem, NC",2010,90th percentile,0,241075,108988,150,0,15,0.1,45.20916727159597
49180,"Winston-Salem, NC",2010,95th percentile,0,241075,63237,150,0,7,0.04666666666666667,26.231255833246912
49180,"Winston-Salem, NC",2010,80th percentile,0,241075,137872,150,0,30,0.2,57.190500881468424
49180,"Winston-Salem, NC",2015,90th percentile,0,256982,110739,150,0,15,0.1,43.09212318372493
49180,"Winston-Salem, NC",2015,95th percentile,0,256982,73349,150,0,7,0.04666666666666667,28.54246600929248
49180,"Winston-Salem, NC",2015,80th percentile,0,256982,138239,150,0,30,0.2,53.793261784872094
49340,"Worcester, MA-CT",2010,90th percentile,0,36800,7884,25,0,2,0.08,21.423913043478258
49340,"Worcester, MA-CT",2010,95th percentile,0,36800,2288,25,0,1,0.04,6.217391304347826
49340,"Worcester, MA-CT",2010,80th percentile,0,36800,17158,25,0,5,0.2,46.625
49340,"Worcester, MA-CT",2015,90th percentile,0,375225,87283,197,0,19,0.09644670050761421,23.26150976081018
49340,"Worcester, MA-CT",2015,95th percentile,0,375225,53906,197,0,9,0.04568527918781726,14.36631354520621
49340,"Worcester, MA-CT",2015,80th percentile,0,375225,147664,197,0,39,0.19796954314720813,39.35345459391032
49660,"Youngstown-Warren-Boardman, OH-PA",2010,90th percentile,0,208823,48296,155,0,15,0.0967741935483871,23.127720605488857
49660,"Youngstown-Warren-Boardman, OH-PA",2010,95th percentile,0,208823,32223,155,0,7,0.04516129032258064,15.430771514632008
49660,"Youngstown-Warren-Boardman, OH-PA",2010,80th percentile,0,208823,79110,155,0,31,0.2,37.88375801516117
49660,"Youngstown-Warren-Boardman, OH-PA",2015,90th percentile,0,216982,47925,155,0,15,0.0967741935483871,22.08708556470122
49660,"Youngstown-Warren-Boardman, OH-PA",2015,95th percentile,0,216982,35047,155,0,7,0.04516129032258064,16.152031044049735
49660,"Youngstown-Warren-Boardman, OH-PA",2015,80th percentile,0,216982,82454,155,0,31,0.2,38.00038712888627
10420,"Akron, OH",2010,90th percentile,0.25,302948,79409,170,5,12,0.07058823529411765,26.212089203427652
10420,"Akron, OH",2010,95th percentile,0.25,302948,60185,170,0,8,0.047058823529411764,19.86644572665936
10420,"Akron, OH",2010,80th percentile,0.25,302948,102781,170,18,16,0.09411764705882353,33.92694455814199
10420,"Akron, OH",2015,90th percentile,0.25,318949,70274,170,6,11,0.06470588235294118,22.032989600218215
10420,"Akron, OH",2015,95th percentile,0.25,318949,53994,170,0,8,0.047058823529411764,16.92872528209839
10420,"Akron, OH",2015,80th percentile,0.25,318949,100006,170,18,16,0.09411764705882353,31.354856105521574
10580,"Albany-Schenectady-Troy, NY",2010,90th percentile,0.25,412385,119414,217,8,13,0.059907834101382486,28.956921323520497
10580,"Albany-Schenectady-Troy, NY",2010,95th percentile,0.25,412385,92146,217,1,9,0.041474654377880185,22.344653661020647
10580,"Albany-Schenectady-Troy, NY",2010,80th percentile,0.25,412385,180975,217,21,22,0.10138248847926268,43.884961868157184
10580,"Albany-Schenectady-Troy, NY",2015,90th percentile,0.25,440330,131256,218,9,12,0.05504587155963303,29.80855267640179
10580,"Albany-Schenectady-Troy, NY",2015,95th percentile,0.25,440330,100798,218,1,9,0.04128440366972477,22.89146776281425
10580,"Albany-Schenectady-Troy, NY",2015,80th percentile,0.25,440330,185746,218,21,22,0.10091743119266056,42.1833624781414
10740,"Albuquerque, NM",2010,90th percentile,0.25,359003,175691,202,2,18,0.0891089108910891,48.93858825692264
10740,"Albuquerque, NM",2010,95th percentile,0.25,359003,141472,202,0,10,0.04950495049504951,39.40691303415292
10740,"Albuquerque, NM",2010,80th percentile,0.25,359003,194612,202,17,23,0.11386138613861387,54.20901775194079
10740,"Albuquerque, NM",2015,90th percentile,0.25,383701,170708,202,1,19,0.09405940594059406,44.48985016979366
10740,"Albuquerque, NM",2015,95th percentile,0.25,383701,121560,202,0,10,0.04950495049504951,31.680918214964255
10740,"Albuquerque, NM",2015,80th percentile,0.25,383701,203001,202,15,25,0.12376237623762376,52.90603881668277
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010,90th percentile,0.25,323496,50887,179,7,10,0.055865921787709494,15.730333605361427
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010,95th percentile,0.25,323496,20089,179,4,4,0.0223463687150838,6.209968593120163
10900,"Allentown-Bethlehem-Easton, PA-NJ",2010,80th percentile,0.25,323496,116981,179,15,20,0.11173184357541899,36.16149813289809
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,90th percentile,0.25,344321,57167,179,8,9,0.05027932960893855,16.602821204631724
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,95th percentile,0.25,344321,26242,179,3,5,0.027932960893854747,7.621376564310629
10900,"Allentown-Bethlehem-Easton, PA-NJ",2015,80th percentile,0.25,344321,122771,179,15,20,0.11173184357541899,35.65597218874248
12060,"Atlanta-Sandy Springs-Roswell, GA",2010,90th percentile,0.25,2209062,351430,948,81,13,0.013713080168776372,15.908562095586271
12060,"Atlanta-Sandy Springs-Roswell, GA",2010,95th percentile,0.25,2209062,313397,948,36,11,0.011603375527426161,14.186881128732468
12060,"Atlanta-Sandy Springs-Roswell, GA",2010,80th percentile,0.25,2209062,351430,948,176,13,0.013713080168776372,15.908562095586271
12060,"Atlanta-Sandy Springs-Roswell, GA",2015,90th percentile,0.25,2518735,351918,949,81,13,0.0136986301369863,13.97201372911402
12060,"Atlanta-Sandy Springs-Roswell, GA",2015,95th percentile,0.25,2518735,279321,949,37,10,0.01053740779768177,11.089733536874661
12060,"Atlanta-Sandy Springs-Roswell, GA",2015,80th percentile,0.25,2518735,351918,949,176,13,0.0136986301369863,13.97201372911402
12260,"Augusta-Richmond County, GA-SC",2010,90th percentile,0.25,197537,51378,118,2,9,0.07627118644067797,26.009304585976302
12260,"Augusta-Richmond County, GA-SC",2010,95th percentile,0.25,197537,36624,118,0,5,0.0423728813559322,18.540324091182917
12260,"Augusta-Richmond County, GA-SC",2010,80th percentile,0.25,197537,84027,118,3,20,0.1694915254237288,42.537347433645344
12260,"Augusta-Richmond County, GA-SC",2015,90th percentile,0.25,205648,56773,119,2,9,0.07563025210084033,27.606881661868826
12260,"Augusta-Richmond County, GA-SC",2015,95th percentile,0.25,205648,37359,119,1,4,0.03361344537815126,18.16647864311834
12260,"Augusta-Richmond County, GA-SC",2015,80th percentile,0.25,205648,85566,119,5,18,0.15126050420168066,41.6079903524469
12420,"Austin-Round Rock, TX",2010,90th percentile,0.25,800514,309084,350,20,15,0.04285714285714286,38.61069262998523
12420,"Austin-Round Rock, TX",2010,95th percentile,0.25,800514,249927,350,7,10,0.02857142857142857,31.22081562596032
12420,"Austin-Round Rock, TX",2010,80th percentile,0.25,800514,338448,350,52,18,0.05142857142857143,42.278835847967684
12420,"Austin-Round Rock, TX",2015,90th percentile,0.25,956883,313871,350,18,17,0.04857142857142857,32.801397872049144
12420,"Austin-Round Rock, TX",2015,95th percentile,0.25,956883,261790,350,5,12,0.03428571428571429,27.358621691471164
12420,"Austin-Round Rock, TX",2015,80th percentile,0.25,956883,343761,350,51,19,0.054285714285714284,35.9250817498064
12540,"Bakersfield, CA",2010,90th percentile,0.25,247210,78398,148,2,12,0.08108108108108109,31.713118401359168
12540,"Bakersfield, CA",2010,95th percentile,0.25,247210,65416,148,0,7,0.0472972972972973,26.461712713886982
12540,"Bakersfield, CA",2010,80th percentile,0.25,247210,94461,148,14,15,0.10135135135135136,38.21083289510942
12540,"Bakersfield, CA",2015,90th percentile,0.25,284472,80010,151,2,13,0.08609271523178808,28.125790939002783
12540,"Bakersfield, CA",2015,95th percentile,0.25,284472,61885,151,0,7,0.046357615894039736,21.754337861019714
12540,"Bakersfield, CA",2015,80th percentile,0.25,284472,116519,151,13,17,0.11258278145695365,40.95974296240052
12580,"Baltimore-Columbia-Towson, MD",2010,90th percentile,0.25,1212756,253005,678,53,14,0.02064896755162242,20.861987077367584
12580,"Baltimore-Columbia-Towson, MD",2010,95th percentile,0.25,1212756,205843,678,22,11,0.016224188790560472,16.973158656811428
12580,"Baltimore-Columbia-Towson, MD",2010,80th percentile,0.25,1212756,340788,678,116,19,0.028023598820058997,28.100293876097087
12580,"Baltimore-Columbia-Towson, MD",2015,90th percentile,0.25,1309980,278369,678,53,14,0.02064896755162242,21.2498664101742
12580,"Baltimore-Columbia-Towson, MD",2015,95th percentile,0.25,1309980,187508,678,24,9,0.01327433628318584,14.313806317653704
12580,"Baltimore-Columbia-Towson, MD",2015,80th percentile,0.25,1309980,354744,678,117,18,0.02654867256637168,27.08010809325333
12940,"Baton Rouge, LA",2010,90th percentile,0.25,357280,124986,151,1,14,0.09271523178807947,34.982646663681145
12940,"Baton Rouge, LA",2010,95th percentile,0.25,357280,71021,151,0,7,0.046357615894039736,19.878246753246753
12940,"Baton Rouge, LA",2010,80th percentile,0.25,357280,188533,151,6,24,0.15894039735099338,52.76897671294223
12940,"Baton Rouge, LA",2015,90th percentile,0.25,388301,131694,151,1,14,0.09271523178807947,33.91544188657768
12940,"Baton Rouge, LA",2015,95th percentile,0.25,388301,91550,151,0,7,0.046357615894039736,23.57707036551541
12940,"Baton Rouge, LA",2015,80th percentile,0.25,388301,198103,151,7,23,0.152317880794702,51.01789591064664
13820,"Birmingham-Hoover, AL",2010,90th percentile,0.25,477549,172358,264,7,19,0.07196969696969698,36.09221252688206
