cbsa,cbsa_name,year,num_quant,min,jobs,cluster_jobs,tr_ct,high_ct,cluster_ct,cluster_share,job_share
31140,"Louisville/Jefferson County, KY-IN",2010,90th percentile,0.5,574040,182264,305,20,10,0.03278688524590164,31.751097484495855
31140,"Louisville/Jefferson County, KY-IN",2010,95th percentile,0.5,574040,153529,305,7,8,0.02622950819672131,26.74534875618424
31140,"Louisville/Jefferson County, KY-IN",2010,80th percentile,0.5,574040,215985,305,49,12,0.03934426229508197,37.62542679952617
31140,"Louisville/Jefferson County, KY-IN",2015,90th percentile,0.5,634061,209383,305,21,9,0.029508196721311476,33.02253253235887
31140,"Louisville/Jefferson County, KY-IN",2015,95th percentile,0.5,634061,143316,305,9,6,0.019672131147540985,22.60287259427721
31140,"Louisville/Jefferson County, KY-IN",2015,80th percentile,0.5,634061,231719,305,50,11,0.036065573770491806,36.54522198968238
31540,"Madison, WI",2010,90th percentile,0.5,344197,110703,131,4,9,0.06870229007633588,32.162685903712116
31540,"Madison, WI",2010,95th percentile,0.5,344197,64278,131,1,5,0.03816793893129771,18.674770552910104
31540,"Madison, WI",2010,80th percentile,0.5,344197,157381,131,12,14,0.10687022900763359,45.72410567204246
31540,"Madison, WI",2015,90th percentile,0.5,381700,83944,131,6,7,0.05343511450381679,21.99214042441708
31540,"Madison, WI",2015,95th percentile,0.5,381700,56876,131,2,4,0.030534351145038167,14.900707361802462
31540,"Madison, WI",2015,80th percentile,0.5,381700,111359,131,16,10,0.07633587786259542,29.17448257794079
32580,"McAllen-Edinburg-Mission, TX",2010,90th percentile,0.5,216901,65317,113,1,10,0.08849557522123894,30.11373852587125
32580,"McAllen-Edinburg-Mission, TX",2010,95th percentile,0.5,216901,27688,113,1,4,0.035398230088495575,12.7652707917437
32580,"McAllen-Edinburg-Mission, TX",2010,80th percentile,0.5,216901,97137,113,6,16,0.1415929203539823,44.78402589199681
32580,"McAllen-Edinburg-Mission, TX",2015,90th percentile,0.5,247365,80519,113,1,10,0.08849557522123894,32.55068421159016
32580,"McAllen-Edinburg-Mission, TX",2015,95th percentile,0.5,247365,31485,113,1,4,0.035398230088495575,12.728154751076346
32580,"McAllen-Edinburg-Mission, TX",2015,80th percentile,0.5,247365,110587,113,7,15,0.13274336283185842,44.70600125320882
32820,"Memphis, TN-MS-AR",2010,90th percentile,0.5,570953,165097,313,22,9,0.02875399361022364,28.916040374601764
32820,"Memphis, TN-MS-AR",2010,95th percentile,0.5,570953,114474,313,9,6,0.019169329073482427,20.049636309818847
32820,"Memphis, TN-MS-AR",2010,80th percentile,0.5,570953,210505,313,51,11,0.03514376996805112,36.869059274581275
32820,"Memphis, TN-MS-AR",2015,90th percentile,0.5,602488,198078,313,21,10,0.03194888178913738,32.87667140258395
32820,"Memphis, TN-MS-AR",2015,95th percentile,0.5,602488,106735,313,9,6,0.019169329073482427,17.715705541023226
32820,"Memphis, TN-MS-AR",2015,80th percentile,0.5,602488,210645,313,51,11,0.03514376996805112,34.96252207512847
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2010,90th percentile,0.5,2118833,185596,1211,117,4,0.0033030553261767133,8.759350076197606
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2010,95th percentile,0.5,2118833,132907,1211,57,3,0.002477291494632535,6.272651030071742
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2010,80th percentile,0.5,2118833,185596,1211,238,4,0.0033030553261767133,8.759350076197606
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2015,90th percentile,0.5,2471380,157932,1212,118,3,0.0024752475247524753,6.390437731146162
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2015,95th percentile,0.5,2471380,157932,1212,57,3,0.0024752475247524753,6.390437731146162
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2015,80th percentile,0.5,2471380,157932,1212,239,3,0.0024752475247524753,6.390437731146162
33340,"Milwaukee-Waukesha-West Allis, WI",2010,90th percentile,0.5,794235,184932,429,32,10,0.023310023310023312,23.284292432340553
33340,"Milwaukee-Waukesha-West Allis, WI",2010,95th percentile,0.5,794235,141031,429,14,7,0.016317016317016316,17.75683519361398
33340,"Milwaukee-Waukesha-West Allis, WI",2010,80th percentile,0.5,794235,198386,429,74,11,0.02564102564102564,24.978249510535296
33340,"Milwaukee-Waukesha-West Allis, WI",2015,90th percentile,0.5,845543,107045,429,37,5,0.011655011655011656,12.659912032859358
33340,"Milwaukee-Waukesha-West Allis, WI",2015,95th percentile,0.5,845543,69638,429,18,3,0.006993006993006993,8.23589101914391
33340,"Milwaukee-Waukesha-West Allis, WI",2015,80th percentile,0.5,845543,107045,429,80,5,0.011655011655011656,12.659912032859358
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2010,90th percentile,0.5,1698789,172538,789,74,4,0.005069708491761723,10.15652915105996
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2010,95th percentile,0.5,1698789,172538,789,35,4,0.005069708491761723,10.15652915105996
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2010,80th percentile,0.5,1698789,172538,789,153,4,0.005069708491761723,10.15652915105996
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2015,90th percentile,0.5,1864482,165013,789,75,3,0.0038022813688212928,8.850340201728953
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2015,95th percentile,0.5,1864482,165013,789,36,3,0.0038022813688212928,8.850340201728953
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2015,80th percentile,0.5,1864482,165013,789,154,3,0.0038022813688212928,8.850340201728953
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2010,90th percentile,0.5,767209,231724,380,29,9,0.02368421052631579,30.203503869219468
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2010,95th percentile,0.5,767209,201296,380,12,7,0.018421052631578946,26.23743986319243
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2010,80th percentile,0.5,767209,231724,380,67,9,0.02368421052631579,30.203503869219468
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2015,90th percentile,0.5,898096,295081,380,27,11,0.02894736842105263,32.856287078441504
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2015,95th percentile,0.5,898096,238502,380,11,8,0.021052631578947368,26.5564037697529
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2015,80th percentile,0.5,898096,312526,380,64,12,0.031578947368421054,34.79872975717518
35300,"New Haven-Milford, CT",2010,90th percentile,0.5,357029,69144,189,12,6,0.031746031746031744,19.366494038299408
35300,"New Haven-Milford, CT",2010,95th percentile,0.5,357029,63246,189,4,5,0.026455026455026454,17.714527391332357
35300,"New Haven-Milford, CT",2010,80th percentile,0.5,357029,86591,189,29,8,0.042328042328042326,24.25321192396136
35300,"New Haven-Milford, CT",2015,90th percentile,0.5,370082,79049,189,11,7,0.037037037037037035,21.359860787609232
35300,"New Haven-Milford, CT",2015,95th percentile,0.5,370082,67191,189,4,5,0.026455026455026454,18.155706032717074
35300,"New Haven-Milford, CT",2015,80th percentile,0.5,370082,104292,189,27,10,0.05291005291005291,28.180781556519907
35380,"New Orleans-Metairie, LA",2010,90th percentile,0.5,502173,126708,398,33,6,0.01507537688442211,25.23194198015425
35380,"New Orleans-Metairie, LA",2010,95th percentile,0.5,502173,114584,398,14,5,0.01256281407035176,22.817634560201363
35380,"New Orleans-Metairie, LA",2010,80th percentile,0.5,502173,126708,398,73,6,0.01507537688442211,25.23194198015425
35380,"New Orleans-Metairie, LA",2015,90th percentile,0.5,549237,138266,397,32,7,0.017632241813602016,25.174196203096294
35380,"New Orleans-Metairie, LA",2015,95th percentile,0.5,549237,104907,397,14,5,0.012594458438287154,19.10049759939698
35380,"New Orleans-Metairie, LA",2015,80th percentile,0.5,549237,138266,397,72,7,0.017632241813602016,25.174196203096294
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010,90th percentile,0.5,8428313,192337,4660,465,1,2.1459227467811158e-4,2.2820343762743502
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010,95th percentile,0.5,8428313,192337,4660,232,1,2.1459227467811158e-4,2.2820343762743502
35620,"New York-Newark-Jersey City, NY-NJ-PA",2010,80th percentile,0.5,8428313,192337,4660,931,1,2.1459227467811158e-4,2.2820343762743502
35620,"New York-Newark-Jersey City, NY-NJ-PA",2015,90th percentile,0.5,9089888,0,4671,467,0,0,0
35620,"New York-Newark-Jersey City, NY-NJ-PA",2015,95th percentile,0.5,9089888,0,4671,233,0,0,0
35620,"New York-Newark-Jersey City, NY-NJ-PA",2015,80th percentile,0.5,9089888,0,4671,934,0,0,0
35840,"North Port-Sarasota-Bradenton, FL",2010,90th percentile,0.5,219985,62785,172,6,11,0.06395348837209303,28.54058231243039
35840,"North Port-Sarasota-Bradenton, FL",2010,95th percentile,0.5,219985,52087,172,0,8,0.046511627906976744,23.677523467509147
35840,"North Port-Sarasota-Bradenton, FL",2010,80th percentile,0.5,219985,71388,172,21,13,0.0755813953488372,32.451303497965775
35840,"North Port-Sarasota-Bradenton, FL",2015,90th percentile,0.5,266170,52356,172,9,8,0.046511627906976744,19.670135627606417
35840,"North Port-Sarasota-Bradenton, FL",2015,95th percentile,0.5,266170,47979,172,1,7,0.040697674418604654,18.025697862268476
35840,"North Port-Sarasota-Bradenton, FL",2015,80th percentile,0.5,266170,66636,172,24,10,0.05813953488372093,25.03512792576173
36260,"Ogden-Clearfield, UT",2010,90th percentile,0.5,195309,46979,117,3,8,0.06837606837606838,24.05367904192843
36260,"Ogden-Clearfield, UT",2010,95th percentile,0.5,195309,34895,117,0,5,0.042735042735042736,17.866560168758223
36260,"Ogden-Clearfield, UT",2010,80th percentile,0.5,195309,67014,117,12,11,0.09401709401709402,34.31178286714898
36260,"Ogden-Clearfield, UT",2015,90th percentile,0.5,221710,51388,117,2,9,0.07692307692307693,23.17802534842813
36260,"Ogden-Clearfield, UT",2015,95th percentile,0.5,221710,34670,117,0,5,0.042735042735042736,15.637544540165079
36260,"Ogden-Clearfield, UT",2015,80th percentile,0.5,221710,83597,117,10,13,0.1111111111111111,37.705561318839926
36420,"Oklahoma City, OK",2010,90th percentile,0.5,546958,94431,363,29,7,0.01928374655647383,17.26476255946526
36420,"Oklahoma City, OK",2010,95th percentile,0.5,546958,81058,363,12,6,0.01652892561983471,14.819785065763732
36420,"Oklahoma City, OK",2010,80th percentile,0.5,546958,94431,363,65,7,0.01928374655647383,17.26476255946526
36420,"Oklahoma City, OK",2015,90th percentile,0.5,609953,105027,363,29,7,0.01928374655647383,17.218867683247726
36420,"Oklahoma City, OK",2015,95th percentile,0.5,609953,90706,363,12,6,0.01652892561983471,14.87098186253695
36420,"Oklahoma City, OK",2015,80th percentile,0.5,609953,125954,363,64,8,0.02203856749311295,20.64978777053314
36540,"Omaha-Council Bluffs, NE-IA",2010,90th percentile,0.5,435914,115643,255,16,9,0.03529411764705882,26.528856609331196
36540,"Omaha-Council Bluffs, NE-IA",2010,95th percentile,0.5,435914,79096,255,5,7,0.027450980392156862,18.14486343636589
36540,"Omaha-Council Bluffs, NE-IA",2010,80th percentile,0.5,435914,115643,255,42,9,0.03529411764705882,26.528856609331196
36540,"Omaha-Council Bluffs, NE-IA",2015,90th percentile,0.5,471688,112884,255,17,8,0.03137254901960784,23.931921100388394
36540,"Omaha-Council Bluffs, NE-IA",2015,95th percentile,0.5,471688,73324,255,6,6,0.023529411764705882,15.545021285256356
36540,"Omaha-Council Bluffs, NE-IA",2015,80th percentile,0.5,471688,112884,255,43,8,0.03137254901960784,23.931921100388394
36740,"Orlando-Kissimmee-Sanford, FL",2010,90th percentile,0.5,978967,185969,389,32,6,0.015424164524421594,18.99645238297103
36740,"Orlando-Kissimmee-Sanford, FL",2010,95th percentile,0.5,978967,147555,389,14,5,0.012853470437017995,15.072520319888207
36740,"Orlando-Kissimmee-Sanford, FL",2010,80th percentile,0.5,978967,202314,389,70,7,0.017994858611825194,20.66606943849997
36740,"Orlando-Kissimmee-Sanford, FL",2015,90th percentile,0.5,1157075,249427,389,32,6,0.015424164524421594,21.556683879610226
36740,"Orlando-Kissimmee-Sanford, FL",2015,95th percentile,0.5,1157075,249427,389,13,6,0.015424164524421594,21.556683879610226
36740,"Orlando-Kissimmee-Sanford, FL",2015,80th percentile,0.5,1157075,249427,389,71,6,0.015424164524421594,21.556683879610226
37100,"Oxnard-Thousand Oaks-Ventura, CA",2010,90th percentile,0.5,286382,63919,172,8,9,0.05232558139534884,22.319489353381147
37100,"Oxnard-Thousand Oaks-Ventura, CA",2010,95th percentile,0.5,286382,30601,172,3,5,0.029069767441860465,10.685378270980719
37100,"Oxnard-Thousand Oaks-Ventura, CA",2010,80th percentile,0.5,286382,97049,172,22,12,0.06976744186046512,33.88795385184823
37100,"Oxnard-Thousand Oaks-Ventura, CA",2015,90th percentile,0.5,304531,54971,173,9,8,0.046242774566473986,18.051035855134618
37100,"Oxnard-Thousand Oaks-Ventura, CA",2015,95th percentile,0.5,304531,40624,173,2,6,0.03468208092485549,13.339857026049891
37100,"Oxnard-Thousand Oaks-Ventura, CA",2015,80th percentile,0.5,304531,107859,173,22,12,0.06936416184971098,35.41806909641383
37340,"Palm Bay-Melbourne-Titusville, FL",2010,90th percentile,0.5,184272,46020,112,5,6,0.05357142857142857,24.97395154988278
37340,"Palm Bay-Melbourne-Titusville, FL",2010,95th percentile,0.5,184272,23206,112,3,2,0.017857142857142856,12.593340279586698
37340,"Palm Bay-Melbourne-Titusville, FL",2010,80th percentile,0.5,184272,50647,112,15,7,0.0625,27.484913605973777
37340,"Palm Bay-Melbourne-Titusville, FL",2015,90th percentile,0.5,194470,48732,113,5,6,0.05309734513274336,25.058877976037436
37340,"Palm Bay-Melbourne-Titusville, FL",2015,95th percentile,0.5,194470,35264,113,1,4,0.035398230088495575,18.133388183267343
37340,"Palm Bay-Melbourne-Titusville, FL",2015,80th percentile,0.5,194470,64177,113,13,9,0.07964601769911504,33.00097701444953
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2010,90th percentile,0.5,2600446,105783,1473,145,2,0.0013577732518669382,4.067879125350036
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2010,95th percentile,0.5,2600446,105783,1473,71,2,0.0013577732518669382,4.067879125350036
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2010,80th percentile,0.5,2600446,105783,1473,292,2,0.0013577732518669382,4.067879125350036
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2015,90th percentile,0.5,2774614,112711,1474,145,2,0.0013568521031207597,4.062222709176845
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2015,95th percentile,0.5,2774614,112711,1474,71,2,0.0013568521031207597,4.062222709176845
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2015,80th percentile,0.5,2774614,112711,1474,292,2,0.0013568521031207597,4.062222709176845
38060,"Phoenix-Mesa-Scottsdale, AZ",2010,90th percentile,0.5,1661476,163575,986,93,5,0.005070993914807302,9.845161771822163
38060,"Phoenix-Mesa-Scottsdale, AZ",2010,95th percentile,0.5,1661476,107388,986,46,3,0.0030425963488843813,6.463409642992135
38060,"Phoenix-Mesa-Scottsdale, AZ",2010,80th percentile,0.5,1661476,163575,986,192,5,0.005070993914807302,9.845161771822163
38060,"Phoenix-Mesa-Scottsdale, AZ",2015,90th percentile,0.5,1913898,157156,989,94,4,0.004044489383215369,8.211304886676302
38060,"Phoenix-Mesa-Scottsdale, AZ",2015,95th percentile,0.5,1913898,92219,989,47,2,0.0020222446916076846,4.8183863507877644
38060,"Phoenix-Mesa-Scottsdale, AZ",2015,80th percentile,0.5,1913898,157156,989,193,4,0.004044489383215369,8.211304886676302
38300,"Pittsburgh, PA",2010,90th percentile,0.5,1093445,126256,709,67,3,0.004231311706629055,11.546625573302727
38300,"Pittsburgh, PA",2010,95th percentile,0.5,1093445,126256,709,32,3,0.004231311706629055,11.546625573302727
38300,"Pittsburgh, PA",2010,80th percentile,0.5,1093445,144650,709,137,4,0.005641748942172073,13.228831811385117
38300,"Pittsburgh, PA",2015,90th percentile,0.5,1122707,118944,709,67,3,0.004231311706629055,10.594393728728866
38300,"Pittsburgh, PA",2015,95th percentile,0.5,1122707,118944,709,32,3,0.004231311706629055,10.594393728728866
38300,"Pittsburgh, PA",2015,80th percentile,0.5,1122707,139847,709,137,4,0.005641748942172073,12.456233015381574
38900,"Portland-Vancouver-Hillsboro, OR-WA",2010,90th percentile,0.5,974858,81361,490,46,3,0.006122448979591836,8.345933459026853
38900,"Portland-Vancouver-Hillsboro, OR-WA",2010,95th percentile,0.5,974858,81361,490,21,3,0.006122448979591836,8.345933459026853
38900,"Portland-Vancouver-Hillsboro, OR-WA",2010,80th percentile,0.5,974858,110445,490,94,4,0.00816326530612245,11.32934232472832
38900,"Portland-Vancouver-Hillsboro, OR-WA",2015,90th percentile,0.5,1115646,92339,491,46,3,0.006109979633401222,8.276729356803143
38900,"Portland-Vancouver-Hillsboro, OR-WA",2015,95th percentile,0.5,1115646,92339,491,21,3,0.006109979633401222,8.276729356803143
38900,"Portland-Vancouver-Hillsboro, OR-WA",2015,80th percentile,0.5,1115646,125663,491,94,4,0.008146639511201629,11.26369834158864
39300,"Providence-Warwick, RI-MA",2010,90th percentile,0.5,435352,61923,241,19,5,0.02074688796680498,14.223662691339422
39300,"Providence-Warwick, RI-MA",2010,95th percentile,0.5,435352,44316,241,9,3,0.012448132780082987,10.179349124386704
39300,"Providence-Warwick, RI-MA",2010,80th percentile,0.5,435352,81947,241,41,7,0.029045643153526972,18.82315919072383
39300,"Providence-Warwick, RI-MA",2015,90th percentile,0.5,682358,49335,366,33,3,0.00819672131147541,7.230075708059405
39300,"Providence-Warwick, RI-MA",2015,95th percentile,0.5,682358,37793,366,16,2,0.00546448087431694,5.538588248397469
39300,"Providence-Warwick, RI-MA",2015,80th percentile,0.5,682358,60165,366,69,4,0.01092896174863388,8.817219113720363
39340,"Provo-Orem, UT",2010,90th percentile,0.5,164440,42508,129,4,8,0.06201550387596899,25.850158112381415
39340,"Provo-Orem, UT",2010,95th percentile,0.5,164440,23167,129,1,5,0.03875968992248062,14.088421308684019
39340,"Provo-Orem, UT",2010,80th percentile,0.5,164440,51694,129,15,10,0.07751937984496124,31.43639017270737
39340,"Provo-Orem, UT",2015,90th percentile,0.5,210944,51692,130,5,8,0.06153846153846154,24.505081917475728
39340,"Provo-Orem, UT",2015,95th percentile,0.5,210944,32158,130,1,5,0.038461538461538464,15.244804308252426
39340,"Provo-Orem, UT",2015,80th percentile,0.5,210944,77863,130,14,12,0.09230769230769231,36.911692202669904
39580,"Raleigh, NC",2010,90th percentile,0.5,548185,196449,224,14,8,0.03571428571428571,35.83625965686766
39580,"Raleigh, NC",2010,95th percentile,0.5,548185,150904,224,6,5,0.022321428571428572,27.527933088282243
39580,"Raleigh, NC",2010,80th percentile,0.5,548185,204848,224,35,9,0.04017857142857143,37.368406651039336
39580,"Raleigh, NC",2015,90th percentile,0.5,645722,169173,224,16,6,0.026785714285714284,26.199045409634486
39580,"Raleigh, NC",2015,95th percentile,0.5,645722,144012,224,6,5,0.022321428571428572,22.302476917311164
39580,"Raleigh, NC",2015,80th percentile,0.5,645722,217848,224,35,9,0.04017857142857143,33.73711906981642
40060,"Richmond, VA",2010,90th percentile,0.5,561928,142707,294,21,8,0.027210884353741496,25.395958201050668
40060,"Richmond, VA",2010,95th percentile,0.5,561928,97691,294,9,5,0.017006802721088437,17.384967469141955
40060,"Richmond, VA",2010,80th percentile,0.5,561928,142707,294,50,8,0.027210884353741496,25.395958201050668
40060,"Richmond, VA",2015,90th percentile,0.5,628454,165524,294,20,9,0.030612244897959183,26.338284106712663
40060,"Richmond, VA",2015,95th percentile,0.5,628454,113722,294,8,6,0.02040816326530612,18.09551693520926
40060,"Richmond, VA",2015,80th percentile,0.5,628454,165524,294,49,9,0.030612244897959183,26.338284106712663
40140,"Riverside-San Bernardino-Ontario, CA",2010,90th percentile,0.5,1183673,167270,821,76,6,0.007308160779537149,14.13143663832832
40140,"Riverside-San Bernardino-Ontario, CA",2010,95th percentile,0.5,1183673,118812,821,37,4,0.0048721071863581,10.03756949765687
40140,"Riverside-San Bernardino-Ontario, CA",2010,80th percentile,0.5,1183673,167270,821,158,6,0.007308160779537149,14.13143663832832
40140,"Riverside-San Bernardino-Ontario, CA",2015,90th percentile,0.5,1335442,128093,822,78,4,0.004866180048661801,9.59180555950764
40140,"Riverside-San Bernardino-Ontario, CA",2015,95th percentile,0.5,1335442,128093,822,37,4,0.004866180048661801,9.59180555950764
40140,"Riverside-San Bernardino-Ontario, CA",2015,80th percentile,0.5,1335442,128093,822,160,4,0.004866180048661801,9.59180555950764
40380,"Rochester, NY",2010,90th percentile,0.5,494018,89530,269,22,4,0.01486988847583643,18.122821435656192
40380,"Rochester, NY",2010,95th percentile,0.5,494018,73690,269,10,3,0.011152416356877323,14.916460533826703
40380,"Rochester, NY",2010,80th percentile,0.5,494018,123347,269,46,7,0.026022304832713755,24.968118570578397
40380,"Rochester, NY",2015,90th percentile,0.5,510841,61492,268,24,2,0.007462686567164179,12.037404985112785
40380,"Rochester, NY",2015,95th percentile,0.5,510841,61492,268,11,2,0.007462686567164179,12.037404985112785
40380,"Rochester, NY",2015,80th percentile,0.5,510841,112786,268,47,6,0.022388059701492536,22.07849409111641
40900,"Sacramento--Roseville--Arden-Arcade, CA",2010,90th percentile,0.5,840310,165592,484,41,7,0.014462809917355372,19.706060858492698
40900,"Sacramento--Roseville--Arden-Arcade, CA",2010,95th percentile,0.5,840310,132629,484,19,5,0.010330578512396695,15.783341861931907
40900,"Sacramento--Roseville--Arden-Arcade, CA",2010,80th percentile,0.5,840310,165592,484,89,7,0.014462809917355372,19.706060858492698
40900,"Sacramento--Roseville--Arden-Arcade, CA",2015,90th percentile,0.5,903212,114721,484,44,4,0.008264462809917356,12.701447722129465
40900,"Sacramento--Roseville--Arden-Arcade, CA",2015,95th percentile,0.5,903212,114721,484,20,4,0.008264462809917356,12.701447722129465
40900,"Sacramento--Roseville--Arden-Arcade, CA",2015,80th percentile,0.5,903212,114721,484,92,4,0.008264462809917356,12.701447722129465
41180,"St. Louis, MO-IL",2010,90th percentile,0.5,1256692,117981,615,57,4,0.0065040650406504065,9.388219229532774
41180,"St. Louis, MO-IL",2010,95th percentile,0.5,1256692,93466,615,27,3,0.004878048780487805,7.437462799158426
41180,"St. Louis, MO-IL",2010,80th percentile,0.5,1256692,117981,615,119,4,0.0065040650406504065,9.388219229532774
41180,"St. Louis, MO-IL",2015,90th percentile,0.5,1322369,187916,615,54,7,0.011382113821138212,14.210556962542226
41180,"St. Louis, MO-IL",2015,95th percentile,0.5,1322369,162764,615,24,6,0.00975609756097561,12.3085160042318
41180,"St. Louis, MO-IL",2015,80th percentile,0.5,1322369,187916,615,116,7,0.011382113821138212,14.210556962542226
41620,"Salt Lake City, UT",2010,90th percentile,0.5,571346,136617,222,14,8,0.036036036036036036,23.911430201664142
41620,"Salt Lake City, UT",2010,95th percentile,0.5,571346,86143,222,7,4,0.018018018018018018,15.077203655928281
41620,"Salt Lake City, UT",2010,80th percentile,0.5,571346,171398,222,33,11,0.04954954954954955,29.998984853311306
41620,"Salt Lake City, UT",2015,90th percentile,0.5,657213,168093,223,13,9,0.04035874439461883,25.57663953695377
41620,"Salt Lake City, UT",2015,95th percentile,0.5,657213,69858,223,8,3,0.013452914798206279,10.629430641207644
41620,"Salt Lake City, UT",2015,80th percentile,0.5,657213,205996,223,33,11,0.04932735426008968,31.343871773686764
41700,"San Antonio-New Braunfels, TX",2010,90th percentile,0.5,801317,162577,455,38,7,0.015384615384615385,20.288724686984054
41700,"San Antonio-New Braunfels, TX",2010,95th percentile,0.5,801317,162577,455,15,7,0.015384615384615385,20.288724686984054
41700,"San Antonio-New Braunfels, TX",2010,80th percentile,0.5,801317,162577,455,84,7,0.015384615384615385,20.288724686984054
41700,"San Antonio-New Braunfels, TX",2015,90th percentile,0.5,949296,183133,455,37,8,0.017582417582417582,19.291453877399672
41700,"San Antonio-New Braunfels, TX",2015,95th percentile,0.5,949296,168567,455,15,7,0.015384615384615385,17.757053648177177
41700,"San Antonio-New Braunfels, TX",2015,80th percentile,0.5,949296,183133,455,83,8,0.017582417582417582,19.291453877399672
41740,"San Diego-Carlsbad, CA",2010,90th percentile,0.5,1230279,276885,626,54,8,0.012779552715654952,22.505870619591164
41740,"San Diego-Carlsbad, CA",2010,95th percentile,0.5,1230279,208780,626,25,6,0.009584664536741214,16.970134416664838
41740,"San Diego-Carlsbad, CA",2010,80th percentile,0.5,1230279,326360,626,115,10,0.01597444089456869,26.527316161618625
41740,"San Diego-Carlsbad, CA",2015,90th percentile,0.5,1338649,292181,626,55,7,0.011182108626198083,21.82655797001305
41740,"San Diego-Carlsbad, CA",2015,95th percentile,0.5,1338649,184145,626,27,4,0.006389776357827476,13.75603313489944
41740,"San Diego-Carlsbad, CA",2015,80th percentile,0.5,1338649,327989,626,117,8,0.012779552715654952,24.501493670110687
41860,"San Francisco-Oakland-Hayward, CA",2010,90th percentile,0.5,1953826,196479,973,94,3,0.003083247687564234,10.056115539459501
41860,"San Francisco-Oakland-Hayward, CA",2010,95th percentile,0.5,1953826,196479,973,45,3,0.003083247687564234,10.056115539459501
41860,"San Francisco-Oakland-Hayward, CA",2010,80th percentile,0.5,1953826,230695,973,190,4,0.0041109969167523125,11.807346201760033
41860,"San Francisco-Oakland-Hayward, CA",2015,90th percentile,0.5,2312021,266638,973,94,3,0.003083247687564234,11.53268071527032
41860,"San Francisco-Oakland-Hayward, CA",2015,95th percentile,0.5,2312021,266638,973,45,3,0.003083247687564234,11.53268071527032
41860,"San Francisco-Oakland-Hayward, CA",2015,80th percentile,0.5,2312021,305853,973,190,4,0.0041109969167523125,13.228815828229934
41940,"San Jose-Sunnyvale-Santa Clara, CA",2010,90th percentile,0.5,866354,229533,383,29,9,0.02349869451697128,26.49413519184998
41940,"San Jose-Sunnyvale-Santa Clara, CA",2010,95th percentile,0.5,866354,140355,383,13,6,0.015665796344647518,16.200652389208106
41940,"San Jose-Sunnyvale-Santa Clara, CA",2010,80th percentile,0.5,866354,292237,383,64,12,0.031331592689295036,33.731823250080225
41940,"San Jose-Sunnyvale-Santa Clara, CA",2015,90th percentile,0.5,1022079,359768,383,25,13,0.033942558746736295,35.19962742606002
41940,"San Jose-Sunnyvale-Santa Clara, CA",2015,95th percentile,0.5,1022079,247274,383,10,9,0.02349869451697128,24.193237509037953
41940,"San Jose-Sunnyvale-Santa Clara, CA",2015,80th percentile,0.5,1022079,359768,383,63,13,0.033942558746736295,35.19962742606002
42540,"Scranton--Wilkes-Barre--Hazleton, PA",2010,90th percentile,0.5,233084,35966,170,11,6,0.03529411764705882,15.430488579224658
42540,"Scranton--Wilkes-Barre--Hazleton, PA",2010,95th percentile,0.5,233084,28107,170,4,4,0.023529411764705882,12.058742770846562
42540,"Scranton--Wilkes-Barre--Hazleton, PA",2010,80th percentile,0.5,233084,53204,170,25,9,0.052941176470588235,22.82610560999468
42540,"Scranton--Wilkes-Barre--Hazleton, PA",2015,90th percentile,0.5,248553,32144,170,12,5,0.029411764705882353,12.932453038185015
42540,"Scranton--Wilkes-Barre--Hazleton, PA",2015,95th percentile,0.5,248553,28241,170,4,4,0.023529411764705882,11.3621642064268
42540,"Scranton--Wilkes-Barre--Hazleton, PA",2015,80th percentile,0.5,248553,44558,170,27,7,0.041176470588235294,17.926961251724986
42660,"Seattle-Tacoma-Bellevue, WA",2010,90th percentile,0.5,1600098,348037,718,63,8,0.011142061281337047,21.750980252459538
42660,"Seattle-Tacoma-Bellevue, WA",2010,95th percentile,0.5,1600098,278297,718,29,6,0.008356545961002786,17.392497209545915
